,timeline,AOP,MAP,num_users
0,2018-10-15,0.002828546562228024,0.003706189889516992,13405
1,2018-10-22,0.003278373845749756,0.0036500039011859277,16497
2,2018-11-15,0.0033225064284747646,0.004228553247026634,12315
3,2018-11-22,0.00353548499045638,0.003982120916660209,19210
4,2018-12-15,0.0033634061411839263,0.003742289898411289,12636
5,2018-12-22,0.002700326551117814,0.002934736693920944,15924
6,2019-01-15,0.0058007699203712565,0.009112088645093734,12642
7,2019-01-22,0.004402989015631616,0.0059122713837938675,12624
8,2019-02-15,0.00404786295600707,0.004957282720536082,11714
9,2019-02-22,0.0032181222657413247,0.0032645174690629137,14553
10,2019-03-15,0.002883907387711684,0.0033463580357755178,12223
11,2019-03-22,0.0020642375577607686,0.001673560849002102,13201
12,2019-04-15,0.003052603788528817,0.0034629062308753297,15151
13,2019-04-22,0.002341191879502287,0.0017223648371323531,15270
14,2019-05-15,0.002840044035321951,0.002257396037260413,14231
15,2019-05-22,0.0027374470659407217,0.002570213012212404,16530
