,timeline,AOP,MAP,num_users
0,2020-02-15,0.0026972148983240786,0.002868796262513872,10999
1,2020-02-22,0.00336474791339431,0.0033939079842479967,10823
2,2020-03-15,0.0035627462486377795,0.00457556546185097,11929
3,2020-03-22,0.004234140543752771,0.00545568998343474,6731
4,2020-04-15,0.003934876748834124,0.004470963912065659,12008
5,2020-04-22,0.004096810790369329,0.0053007463389727226,7933
6,2020-05-15,0.0029171528588097916,0.0024576221968022117,9427
7,2020-05-22,0.0028883055936686068,0.003017364288094463,16763
8,2020-06-15,0.0019952818749035374,0.0021104560227518075,15119
9,2020-06-22,0.002447329218982774,0.0021949185909159656,28194
10,2020-07-15,0.002212714192831219,0.002055113937310498,15893
11,2020-07-22,0.0026714304444735845,0.0030126035038680827,15254
12,2020-08-15,0.001982450438739021,0.002179634452140135,15385
13,2020-08-22,0.0042474933898793464,0.005547743028109001,12733
