,timeline,AOP,MAP,num_users
0,2018-10-15,0.003133159268929511,0.0034208499445351243,13405
1,2018-10-22,0.002849002849002861,0.0033582610513264413,16497
2,2018-11-15,0.0030721342536202444,0.0038027250151691813,12315
3,2018-11-22,0.0032665278500781146,0.0037754639488762213,19210
4,2018-12-15,0.0028358130209981997,0.0026947932040524637,12636
5,2018-12-22,0.0030195512015406623,0.003073875008925858,15924
6,2019-01-15,0.005365712176343424,0.008892732051152428,12642
7,2019-01-22,0.004257762991128025,0.005951238366677216,12624
8,2019-02-15,0.00404786295600707,0.004731442390440162,11714
9,2019-02-22,0.0033956343480153147,0.004006861172909397,14553
10,2019-03-15,0.0027270991845973324,0.003333641164983709,12223
11,2019-03-22,0.002474560008080184,0.0019401775282011605,13201
12,2019-04-15,0.0031296064066178328,0.003513266871708548,15151
13,2019-04-22,0.001975551189696565,0.0015214055845195328,15270
14,2019-05-15,0.002992293818658802,0.002409606528695134,14231
15,2019-05-22,0.002566041540633197,0.002047781709003724,16530
