,timeline,AOP,MAP,num_users
0,2020-02-15,0.0029548140740067136,0.0026451410423816986,10999
1,2020-02-22,0.0033031506975884617,0.003015474533884396,10823
2,2020-03-15,0.0035697320255958925,0.00362697532671964,11929
3,2020-03-22,0.003441786757787346,0.004445282586532025,6731
4,2020-04-15,0.0036434043970686287,0.004884998404943427,12008
5,2020-04-22,0.0036241018530190254,0.0038860210303863284,7933
6,2020-05-15,0.00286411371592234,0.0021960160001159236,9427
7,2020-05-22,0.0027093400147149556,0.003028442930310136,16763
8,2020-06-15,0.002039376501973227,0.0021471623739465536,15119
9,2020-06-22,0.0023143221962119796,0.0019490501938008381,28194
10,2020-07-15,0.0016831309381488634,0.0014829182332171073,15893
11,2020-07-22,0.0021251256501026976,0.0020386041355950836,15254
12,2020-08-15,0.0017387065323366845,0.0020074180685165383,15385
13,2020-08-22,0.003717374800387463,0.004924098875838435,12733
