,timeline,AOP,MAP,num_users
0,2019-06-15,0.0019529470711487568,0.0021348952144593014,14636
1,2019-06-22,0.002699197587652059,0.0026964964771619155,26088
2,2019-07-15,0.0032641899881750342,0.0032552544728589195,20296
3,2019-07-22,0.0029896532002288,0.003027507479166073,19233
4,2019-08-15,0.0023230922669001826,0.0023351486511925816,13703
5,2019-08-22,0.0034336923411662336,0.004067875835785417,12256
6,2019-09-15,0.004220015320639113,0.0044848439053954345,12184
7,2019-09-22,0.004415431500207825,0.003477987989779773,14438
8,2019-10-15,0.0024197598502488193,0.002530671686438015,14602
9,2019-10-22,0.002995900346893715,0.003354452448156749,11627
10,2019-11-15,0.003427680763607279,0.003912357765395086,12083
11,2019-11-22,0.003861738870305422,0.004905291281953573,12257
12,2019-12-15,0.0009336099585062248,0.0008845037512049967,12050
13,2019-12-22,0.002440009946537364,0.002801491406489533,16086
14,2020-01-15,0.0025772402757262333,0.0031611091728106083,10832
15,2020-01-22,0.003399797849857575,0.0039039055687727846,10883
